step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
42,PAYMENT,6480.84,C1778245534,39654.0,33173.16,M765025112,0.0,0.0,0,0
20,CASH_OUT,141797.78,C1331473622,11274.0,0.0,C1968619192,9218.0,94286.65,0,0
41,PAYMENT,5175.47,C1062962548,0.0,0.0,M568509095,0.0,0.0,0,0
236,CASH_OUT,197213.93,C1364164735,0.0,0.0,C1168382976,6030227.15,6227441.08,0,0
355,PAYMENT,12226.18,C325478387,0.0,0.0,M1546954618,0.0,0.0,0,0
354,CASH_OUT,65311.28,C1278893650,219041.0,153729.72,C1668327168,1356661.99,1421973.27,0,0
383,TRANSFER,700283.54,C2097361681,0.0,0.0,C216620307,4155958.56,4856242.1,0,0
594,CASH_IN,82175.48,C1788013024,204265.42,286440.9,C254049364,4211064.09,4128888.61,0,0
332,PAYMENT,31548.78,C2072470833,0.0,0.0,M104824990,0.0,0.0,0,0
307,CASH_IN,64782.43,C507367025,20157840.55,20222622.98,C1336904651,3034388.59,2969606.16,0,0
256,CASH_OUT,148023.46,C546994809,206443.0,58419.54,C124476043,0.0,148023.46,0,0
308,CASH_IN,305132.0,C1590943523,2530830.42,2835962.42,C1988868635,3161264.2,2856132.2,0,0
346,PAYMENT,19804.56,C1774425328,0.0,0.0,M1887407223,0.0,0.0,0,0
165,PAYMENT,24215.02,C212964503,303.0,0.0,M1759557670,0.0,0.0,0,0
211,CASH_OUT,158908.56,C1786286960,10186.0,0.0,C320469502,282142.32,441050.88,0,0
257,PAYMENT,11187.0,C2147403281,20600.0,9413.0,M2095321705,0.0,0.0,0,0
15,PAYMENT,18010.06,C741477304,0.0,0.0,M886723344,0.0,0.0,0,0
232,PAYMENT,13611.54,C653403939,0.0,0.0,M1416577821,0.0,0.0,0,0
235,CASH_IN,315472.4,C832062162,35305.16,350777.56,C413001338,761433.14,289482.58,0,0
40,CASH_OUT,45870.05,C1490362175,0.0,0.0,C1694394149,1771965.63,1817835.68,0,0
369,CASH_OUT,39728.25,C1729227121,51559.0,11830.75,C1737640425,0.0,39728.25,0,0
373,TRANSFER,355851.44,C913462714,258288.28,0.0,C474977958,3403188.53,3759039.97,0,0
255,CASH_OUT,191600.17,C922242729,0.0,0.0,C402944959,265917.31,457517.48,0,0
312,TRANSFER,516373.32,C1858868854,0.0,0.0,C1817408357,1056946.38,1573319.7,0,0
42,CASH_IN,314454.97,C1140808685,10481.49,324936.46,C346830293,44705.31,0.0,0,0
228,PAYMENT,13754.67,C648379376,11207.0,0.0,M802836462,0.0,0.0,0,0
306,PAYMENT,13649.89,C30382962,0.0,0.0,M1637818847,0.0,0.0,0,0
401,CASH_IN,105493.21,C51189464,958401.5,1063894.71,C92141964,262440.75,156947.53,0,0
303,CASH_IN,208033.08,C1217589880,7023792.87,7231825.95,C402872421,5877763.5,5669730.42,0,0
136,CASH_OUT,259925.07,C593809987,130500.0,0.0,C437547978,0.0,52893.01,0,0
323,CASH_IN,364976.19,C495866583,733710.7,1098686.89,C1387253902,5858086.21,5493110.02,0,0
382,CASH_IN,259012.32,C1632902452,172173.0,431185.32,C1771091761,0.0,0.0,0,0
235,CASH_IN,123412.69,C467939112,5287582.56,5410995.24,C1045200315,1163719.79,1040307.11,0,0
187,CASH_IN,183751.16,C543573654,30486.0,214237.16,C314149578,0.0,0.0,0,0
302,PAYMENT,4487.67,C1535134777,0.0,0.0,M113623893,0.0,0.0,0,0
234,PAYMENT,1452.83,C1208534954,0.0,0.0,M94983160,0.0,0.0,0,0
95,PAYMENT,705.6,C615554448,90552.0,89846.4,M1373195679,0.0,0.0,0,0
164,PAYMENT,4815.09,C1138218301,0.0,0.0,M1997893335,0.0,0.0,0,0
255,CASH_OUT,150193.08,C685833735,20965.0,0.0,C481786168,407032.6,557225.69,0,0
130,TRANSFER,694573.74,C241454640,0.0,0.0,C1504914254,733516.34,1428090.08,0,0
404,CASH_OUT,612180.11,C1451498038,0.0,0.0,C437666628,1352855.51,1965035.62,0,0
227,PAYMENT,37968.73,C971839648,144201.16,106232.43,M226756479,0.0,0.0,0,0
402,TRANSFER,622684.09,C1574127115,0.0,0.0,C196041580,3201005.26,3823689.35,0,0
225,PAYMENT,10788.1,C1685986081,31086.0,20297.9,M1197682735,0.0,0.0,0,0
333,CASH_IN,240001.9,C2022833689,2561632.88,2801634.78,C482349179,807436.35,567434.45,0,0
262,PAYMENT,1967.98,C724393943,77961.0,75993.02,M1877639896,0.0,0.0,0,0
352,PAYMENT,7376.25,C2016660430,0.0,0.0,M946461682,0.0,0.0,0,0
298,CASH_OUT,274698.34,C1509477214,0.0,0.0,C1245184652,1639986.67,1914685.01,0,0
18,CASH_OUT,185462.47,C1225984113,0.0,0.0,C81022107,2348023.85,3699226.44,0,0
306,CASH_OUT,147422.06,C1427708980,65873.0,0.0,C722183703,319118.63,466540.69,0,0
13,PAYMENT,3192.18,C976977800,209229.0,206036.82,M2021005619,0.0,0.0,0,0
297,CASH_OUT,43522.69,C497409478,0.0,0.0,C657070390,593545.76,637068.45,0,0
18,CASH_OUT,219643.8,C1382537790,0.0,0.0,C158015984,432669.56,180744.51,0,0
133,CASH_IN,60973.47,C1797912922,4724260.12,4785233.59,C1248712846,5967980.16,5907006.69,0,0
395,CASH_IN,229209.99,C1822803790,349094.04,578304.03,C1390319235,556727.95,327517.96,0,0
277,PAYMENT,48719.91,C1748385216,0.0,0.0,M1821261805,0.0,0.0,0,0
304,PAYMENT,9806.03,C1217985557,0.0,0.0,M491023936,0.0,0.0,0,0
212,PAYMENT,8799.23,C411990098,19259.0,10459.77,M927766996,0.0,0.0,0,0
298,PAYMENT,16990.35,C1295425281,1036.81,0.0,M1720437464,0.0,0.0,0,0
231,CASH_IN,213094.95,C554587526,50392.0,263486.95,C1160422569,14246.1,0.0,0,0
162,CASH_IN,433657.62,C2093309779,9889.0,443546.62,C1731643198,0.0,0.0,0,0
205,CASH_OUT,35278.36,C1683430178,0.0,0.0,C567273070,187373.54,222651.9,0,0
402,CASH_IN,319025.78,C1113062664,2103112.44,2422138.23,C613945298,3986888.94,3667863.16,0,0
637,CASH_IN,26645.59,C599572567,595950.15,622595.75,C694844536,5288901.64,5262256.04,0,0
210,CASH_OUT,193329.8,C1820767665,0.0,0.0,C962304925,251276.95,444606.75,0,0
393,TRANSFER,1017733.49,C1034293225,33177.0,0.0,C509631413,59572.64,1077306.13,0,0
286,CASH_IN,58458.65,C372609707,7625842.56,7684301.2,C2090651141,2174671.73,2116213.08,0,0
236,TRANSFER,40920.61,C1326812004,1002.0,0.0,C1535264148,0.0,40920.61,0,0
203,PAYMENT,1074.54,C1993081612,0.0,0.0,M1012738089,0.0,0.0,0,0
514,CASH_IN,1024.9,C846576633,916823.37,917848.27,C1043673366,164024.24,162999.34,0,0
160,CASH_OUT,479535.39,C247569364,0.0,0.0,C479990682,11186826.72,11666362.11,0,0
24,PAYMENT,22958.48,C1082266947,87613.0,64654.52,M84202314,0.0,0.0,0,0
404,CASH_OUT,10891.99,C990580624,53070.0,42178.01,C3830469,0.0,10891.99,0,0
304,CASH_OUT,269080.69,C1317442892,3140.88,0.0,C642945461,17421810.72,17690891.41,0,0
350,TRANSFER,461419.2,C1702754316,20993.0,0.0,C1359436924,280560.6,741979.8,0,0
180,CASH_OUT,156395.6,C614445100,0.0,0.0,C433191485,352681.87,509077.47,0,0
13,CASH_IN,90625.47,C67256135,502837.99,593463.46,C1817894724,11635.0,0.0,0,0
397,PAYMENT,44007.41,C252262946,8096.0,0.0,M548100232,0.0,0.0,0,0
15,CASH_OUT,234218.31,C1857031280,13906.0,0.0,C547532271,174007.89,408226.2,0,0
374,PAYMENT,6461.93,C1540608634,0.0,0.0,M177100031,0.0,0.0,0,0
16,CASH_IN,92631.37,C1817465733,44385.7,137017.06,C1194297436,333674.88,283986.17,0,0
306,PAYMENT,4835.98,C1603891395,0.0,0.0,M721797621,0.0,0.0,0,0
250,CASH_OUT,57390.76,C617997230,0.0,0.0,C721272144,818888.57,876279.33,0,0
161,CASH_IN,135737.1,C698433321,12765652.78,12901389.88,C1668148839,140790.63,5053.53,0,0
275,CASH_OUT,237612.97,C1659323300,7138.0,0.0,C173488868,0.0,49223.72,0,0
10,CASH_OUT,271489.76,C1261985587,0.0,0.0,C198862197,3333921.97,3597321.88,0,0
232,CASH_OUT,113069.36,C1503261440,0.0,0.0,C169764695,4349023.13,4462092.49,0,0
137,PAYMENT,20293.29,C1826576273,154278.69,133985.4,M2003565625,0.0,0.0,0,0
19,CASH_OUT,122277.7,C2062338020,0.0,0.0,C907152002,1106703.35,1071324.86,0,0
208,CASH_OUT,96152.45,C15301798,0.0,0.0,C2093394012,618482.93,714635.38,0,0
177,PAYMENT,16278.19,C106401558,0.0,0.0,M532013183,0.0,0.0,0,0
673,CASH_IN,317507.64,C372090954,963142.34,1280649.97,C1063905875,3744446.31,3426938.67,0,0
178,CASH_OUT,68247.26,C1187666517,59956.0,0.0,C1002393332,15966.83,84214.09,0,0
371,PAYMENT,5460.41,C1504076900,0.0,0.0,M1361948370,0.0,0.0,0,0
278,CASH_IN,313129.92,C1669727844,10874.0,324003.92,C277634275,316411.17,3281.25,0,0
181,PAYMENT,25647.44,C1608530608,0.0,0.0,M587999598,0.0,0.0,0,0
275,CASH_IN,116862.57,C1388030102,79721.0,196583.57,C1953754595,39143.81,0.0,0,0
304,TRANSFER,10000000.0,C1965389823,164.0,0.0,C746161132,566741.88,17627555.08,0,0
179,TRANSFER,1103552.25,C448610909,6090.0,0.0,C1947355339,0.0,1103552.25,0,0
332,PAYMENT,7294.91,C145027962,124.0,0.0,M2584019,0.0,0.0,0,0
130,CASH_IN,265100.33,C1730141717,17024434.05,17289534.38,C107300817,4846860.6,4581760.27,0,0
137,CASH_OUT,110837.21,C610489788,149181.0,38343.79,C864145030,1862840.7,1973677.9,0,0
299,PAYMENT,9667.98,C1270535193,0.0,0.0,M669895097,0.0,0.0,0,0
305,CASH_IN,181952.94,C1539405682,89369.0,271321.94,C2100804597,34398.36,0.0,0,0
212,CASH_IN,29549.21,C935820521,123653.0,153202.21,C1698284923,1129563.77,1100014.57,0,0
325,PAYMENT,35588.91,C1365239663,0.0,0.0,M656304188,0.0,0.0,0,0
354,CASH_IN,7604.36,C4022948,2390318.97,2397923.33,C1514324365,153790.6,146186.24,0,0
571,PAYMENT,3396.57,C314330083,109.0,0.0,M593021530,0.0,0.0,0,0
256,PAYMENT,9100.04,C331971018,3264.47,0.0,M61758694,0.0,0.0,0,0
8,CASH_OUT,219127.5,C2081174297,62660.0,0.0,C1465813088,104471.2,318574.94,0,0
351,TRANSFER,316331.99,C35795890,0.0,0.0,C1073821395,836105.37,1152437.36,0,0
351,TRANSFER,286397.38,C1878714023,0.0,0.0,C1292843721,538050.7,824448.09,0,0
12,CASH_OUT,273835.33,C1826006873,172774.17,0.0,C1949430968,2606188.03,2880023.36,0,0
297,CASH_OUT,87589.22,C1794000898,4495.07,0.0,C1272526961,211164.26,298753.48,0,0
181,CASH_OUT,35200.08,C173008187,71963.0,36762.92,C796323723,0.0,35200.08,0,0
42,CASH_OUT,46930.01,C603938792,0.0,0.0,C1172095889,288756.14,335686.15,0,0
228,CASH_OUT,60679.04,C485359293,0.0,0.0,C1776971477,2948044.66,3008723.7,0,0
12,CASH_IN,574119.53,C1225648692,14377.0,588496.53,C1450546672,30254.0,0.0,0,0
234,CASH_OUT,437527.17,C1263570925,428840.0,0.0,C899053057,0.0,437527.17,0,0
277,PAYMENT,7152.95,C207583010,0.0,0.0,M347177750,0.0,0.0,0,0
393,PAYMENT,22278.84,C1747554900,0.0,0.0,M75471644,0.0,0.0,0,0
40,CASH_OUT,121405.8,C703691610,551306.1,429900.3,C1016036876,125976.93,247382.73,0,0
357,CASH_IN,127308.59,C1621758462,1953415.14,2080723.74,C1726224733,499124.6,371816.01,0,0
262,PAYMENT,6980.63,C1895206561,30339.0,23358.37,M1915678895,0.0,0.0,0,0
324,CASH_OUT,55719.14,C388302581,0.0,0.0,C1136510574,386216.65,441935.79,0,0
182,TRANSFER,1351210.16,C1074086488,0.0,0.0,C1659071913,1937815.55,3289025.71,0,0
167,PAYMENT,3704.11,C708556755,2603.0,0.0,M1673035423,0.0,0.0,0,0
202,CASH_OUT,80549.78,C255256602,383.0,0.0,C1795288724,738125.3,818675.08,0,0
346,CASH_OUT,420017.97,C2000765022,464387.65,44369.68,C102742672,10497747.74,10917765.71,0,0
373,CASH_OUT,4769.77,C1008880208,0.0,0.0,C582036339,2375701.6,2380471.37,0,0
18,CASH_IN,82036.38,C982130801,605626.85,687663.23,C292255799,85304.93,3268.55,0,0
207,PAYMENT,974.69,C311157184,31284.0,30309.31,M459140081,0.0,0.0,0,0
43,PAYMENT,4983.75,C121470074,254700.44,249716.69,M1984487673,0.0,0.0,0,0
258,CASH_OUT,51048.87,C1439014780,0.0,0.0,C1617731111,1431794.67,1482843.54,0,0
214,CASH_IN,164516.04,C1914332697,7590896.12,7755412.17,C832023580,1045100.6,880584.56,0,0
709,CASH_OUT,288623.5,C22377116,741951.0,453327.5,C1827551210,437428.9,726052.4,0,0
139,CASH_OUT,274208.45,C1544915440,0.0,0.0,C135126939,287095.89,561304.34,0,0
162,PAYMENT,246.3,C1402707970,168.0,0.0,M491840405,0.0,0.0,0,0
210,TRANSFER,246007.79,C1666938010,5912.92,0.0,C552235677,4138473.55,4384481.34,0,0
637,PAYMENT,19220.44,C949830294,17896.0,0.0,M1117782341,0.0,0.0,0,0
46,CASH_OUT,107516.77,C2029551657,203145.86,95629.09,C1702107134,2036443.02,2143959.79,0,0
393,PAYMENT,17929.05,C1808309972,57159.0,39229.95,M1417592238,0.0,0.0,0,0
234,CASH_IN,478133.29,C211940335,8902.0,487035.29,C1908436725,1546185.2,1068051.91,0,0
402,PAYMENT,18367.37,C219164201,21187.0,2819.63,M936536987,0.0,0.0,0,0
274,CASH_OUT,309156.37,C1627779615,19374.0,0.0,C1862138148,88034.16,397190.53,0,0
278,CASH_IN,139950.96,C32647625,7263181.74,7403132.69,C2106414963,1496637.49,1356686.53,0,0
396,CASH_OUT,350137.24,C2007917037,5098.0,0.0,C1743718934,0.0,350137.24,0,0
352,CASH_IN,340002.12,C1968287093,294378.0,634380.12,C911738551,3879019.89,3539017.77,0,0
326,CASH_OUT,230434.9,C1731553617,123178.0,0.0,C746029709,9872361.1,10102796.0,0,0
258,CASH_IN,105065.5,C1962146511,48250.0,153315.5,C1822649280,2227.48,0.0,0,0
307,TRANSFER,535530.18,C1052191777,12780.0,0.0,C1040121698,1207949.35,1743479.52,0,0
140,PAYMENT,12012.66,C707831673,31892.0,19879.34,M1432669454,0.0,0.0,0,0
353,CASH_OUT,215053.19,C1370556741,98500.0,0.0,C461246320,0.0,215053.19,0,0
135,CASH_OUT,483297.97,C1182127897,456870.56,0.0,C2143015292,3493840.3,3977138.27,0,0
10,PAYMENT,6805.03,C837229603,10228.0,3422.97,M1520128429,0.0,0.0,0,0
670,TRANSFER,426712.72,C263819950,0.0,0.0,C784892583,8074036.48,8500749.2,0,0
400,CASH_IN,141773.68,C812790387,4641462.09,4783235.76,C1610842202,344188.47,202414.79,0,0
404,CASH_IN,184799.01,C1273870840,818408.73,1003207.75,C440204256,318232.6,133433.58,0,0
252,PAYMENT,59595.6,C163691590,0.0,0.0,M1613054942,0.0,0.0,0,0
228,TRANSFER,2050285.56,C1684134641,16906.0,0.0,C632291697,2135478.6,4185764.16,0,0
358,PAYMENT,17279.84,C1289663399,195266.0,177986.16,M1461591086,0.0,0.0,0,0
544,CASH_OUT,21488.66,C2126333006,0.0,0.0,C1140430904,961677.76,983166.42,0,0
322,PAYMENT,59055.28,C27171816,7519.54,0.0,M166420638,0.0,0.0,0,0
252,CASH_IN,418889.16,C1000204307,20779.0,439668.16,C1021427324,5089921.34,4671032.19,0,0
305,CASH_IN,93555.21,C682356571,179.0,93734.21,C1868118748,5286.62,0.0,0,0
331,CASH_IN,26167.36,C1850497238,11934985.18,11961152.54,C947890458,2105416.73,2079249.37,0,0
251,CASH_OUT,431360.04,C1716957385,0.0,0.0,C1912072636,857993.72,1289353.76,0,0
353,CASH_OUT,171768.17,C155264500,1828.0,0.0,C747780921,117133.6,288901.78,0,0
131,CASH_OUT,18310.58,C523885133,18343.0,32.42,C916372472,2863146.04,2881456.62,0,0
380,CASH_OUT,416268.86,C482086765,0.0,0.0,C1367171406,1195598.19,1611867.05,0,0
254,CASH_IN,94860.48,C22352968,531998.7,626859.18,C570413165,280618.02,185757.54,0,0
37,PAYMENT,7728.14,C72169448,20683.0,12954.86,M165307150,0.0,0.0,0,0
303,PAYMENT,12366.94,C2027311143,0.0,0.0,M2007574149,0.0,0.0,0,0
131,CASH_OUT,113556.74,C1590585520,28554.0,0.0,C265058096,883593.81,997150.55,0,0
140,PAYMENT,153.61,C548047232,21932.81,21779.2,M1362694123,0.0,0.0,0,0
300,CASH_IN,351156.28,C703190081,4074680.8,4425837.08,C1675690861,541312.85,190156.57,0,0
348,CASH_IN,50089.56,C1484119712,24567661.03,24617750.59,C1162259398,554551.89,504462.33,0,0
139,CASH_IN,451905.43,C1671495472,1311237.87,1763143.29,C1596306253,3338724.97,2685436.21,0,0
186,CASH_OUT,379454.53,C1827955546,500.0,0.0,C1456522934,1874502.55,2253957.08,0,0
345,CASH_OUT,359459.23,C2127866563,0.0,0.0,C1341985731,795024.54,1154483.77,0,0
230,CASH_IN,153497.24,C949496949,134232.0,287729.24,C604568968,4709105.43,4555608.19,0,0
278,PAYMENT,11023.01,C1859329066,0.0,0.0,M190911069,0.0,0.0,0,0
299,CASH_OUT,340480.47,C1847973173,0.0,0.0,C216229155,1307541.0,1648021.47,0,0
9,PAYMENT,19476.72,C1139659552,1517793.27,1498316.55,M1344651926,0.0,0.0,0,0
308,CASH_OUT,208372.54,C1275570231,0.0,0.0,C269902384,259064.27,467436.8,0,0
253,PAYMENT,18639.9,C2057120082,0.0,0.0,M890823899,0.0,0.0,0,0
637,PAYMENT,16427.07,C359904453,31838.0,15410.93,M1818224163,0.0,0.0,0,0
380,PAYMENT,7709.77,C1572051839,154431.0,146721.23,M928894871,0.0,0.0,0,0
377,PAYMENT,24159.76,C2113991850,122574.0,98414.24,M1134641648,0.0,0.0,0,0
165,PAYMENT,4968.62,C807333858,608092.0,603123.38,M2117473982,0.0,0.0,0,0
323,PAYMENT,18590.74,C280630425,0.0,0.0,M139637741,0.0,0.0,0,0
408,CASH_IN,54952.22,C226992227,5374422.81,5429375.03,C1929878526,265263.19,210310.97,0,0
306,CASH_OUT,198945.92,C2134459818,70410.0,0.0,C1518238446,1430195.19,1629141.11,0,0
284,CASH_OUT,61132.38,C921243400,0.0,0.0,C1758713057,255037.61,316169.99,0,0
204,CASH_OUT,145202.77,C1368421635,22645.0,0.0,C1334736968,5362350.68,5507553.44,0,0
329,PAYMENT,30337.53,C1529104616,104306.0,73968.47,M1519650864,0.0,0.0,0,0
259,CASH_IN,269698.42,C2042016311,2382803.1,2652501.52,C2018660877,396286.18,126587.76,0,0
374,CASH_IN,15478.98,C2113278028,1619225.57,1634704.55,C1096311952,1133916.58,1118437.6,0,0
37,PAYMENT,50856.52,C721560017,377133.0,326276.48,M1273175326,0.0,0.0,0,0
355,CASH_OUT,302356.64,C575094140,98044.62,0.0,C1909527942,2522383.79,2824740.43,0,0
180,CASH_OUT,70847.75,C1694349109,49874.0,0.0,C2050807211,278583.61,349431.36,0,0
329,PAYMENT,35144.99,C1749131356,7273.1,0.0,M1201688977,0.0,0.0,0,0
161,CASH_OUT,14508.82,C694595829,297044.0,282535.18,C1272209286,295305.87,309814.68,0,0
399,CASH_OUT,30864.86,C406937501,0.0,0.0,C1954738129,84356.12,115220.98,0,0
182,CASH_OUT,8451.75,C666538266,0.0,0.0,C1656349739,126267.96,134719.71,0,0
401,PAYMENT,49991.43,C1532731331,0.0,0.0,M1567378426,0.0,0.0,0,0
188,PAYMENT,1537.81,C1200194081,82660.0,81122.19,M466995077,0.0,0.0,0,0
33,PAYMENT,51689.41,C353897299,0.0,0.0,M121592098,0.0,0.0,0,0
287,PAYMENT,38834.06,C1674187352,0.0,0.0,M311569507,0.0,0.0,0,0
395,CASH_OUT,202536.98,C1734947186,0.0,0.0,C699235486,616243.6,818780.59,0,0
136,PAYMENT,122.63,C520920355,0.0,0.0,M1628599488,0.0,0.0,0,0
384,CASH_OUT,107655.37,C259220697,0.0,0.0,C1068824137,13587774.6,13695429.98,0,0
380,CASH_IN,87684.78,C197347509,433297.6,520982.38,C1697251473,1233475.02,1145790.25,0,0
38,CASH_OUT,71183.17,C363208068,3580.0,0.0,C1839339513,2353737.25,2424920.42,0,0
205,CASH_IN,437005.94,C313476715,2469.0,439474.94,C931057858,0.0,0.0,0,0
203,PAYMENT,4419.08,C372338685,54976.0,50556.92,M2120118570,0.0,0.0,0,0
380,PAYMENT,8357.17,C697229548,78839.61,70482.44,M501380110,0.0,0.0,0,0
297,CASH_OUT,291832.37,C1214420399,11453.0,0.0,C316075388,2543884.08,2835716.45,0,0
161,PAYMENT,5196.65,C343271778,51717.11,46520.47,M674740922,0.0,0.0,0,0
395,PAYMENT,30191.53,C1126621248,10961.0,0.0,M1724572015,0.0,0.0,0,0
40,CASH_OUT,351490.45,C1018061779,117.0,0.0,C305047923,0.0,351490.45,0,0
24,CASH_OUT,210963.54,C1429741739,0.0,0.0,C1207755828,339365.82,550329.35,0,0
11,PAYMENT,19293.06,C219645710,0.0,0.0,M1749752015,0.0,0.0,0,0
154,CASH_OUT,550275.83,C1374320390,15230.0,0.0,C1503068115,530200.96,1080476.79,0,0
210,CASH_OUT,176484.82,C1371590682,0.0,0.0,C722225184,731840.69,908325.51,0,0
186,CASH_IN,67997.14,C1652159934,8133549.3,8201546.43,C1775459749,669776.56,601779.42,0,0
41,CASH_IN,77664.66,C1053348412,55168.0,132832.66,C1391434475,72156.83,0.0,0,0
136,CASH_OUT,218244.55,C250799033,165.0,0.0,C449657382,266636.65,484881.2,0,0
12,CASH_OUT,193112.18,C945945973,167.0,0.0,C1194449898,243925.43,1749044.9,0,0
17,PAYMENT,27089.82,C1976376306,992.0,0.0,M620133911,0.0,0.0,0,0
330,CASH_IN,156123.21,C173093017,2588380.14,2744503.34,C2002670560,424959.61,268836.4,0,0
307,CASH_IN,140839.09,C1708441710,107119.0,247958.09,C1730067700,225216.69,84377.6,0,0
251,CASH_OUT,255344.85,C1090261477,0.0,0.0,C847633447,3112918.33,3368263.17,0,0
156,PAYMENT,2941.98,C1027293089,15599.75,12657.76,M1369004748,0.0,0.0,0,0
227,PAYMENT,1163.73,C306720628,24913.0,23749.27,M1988809332,0.0,0.0,0,0
235,PAYMENT,13726.98,C1077318109,10780.0,0.0,M1470134763,0.0,0.0,0,0
42,CASH_OUT,165612.88,C1921634199,0.0,0.0,C398985344,331190.88,496803.76,0,0
347,PAYMENT,22205.64,C1972267112,398257.12,376051.48,M881613986,0.0,0.0,0,0
201,CASH_OUT,125942.01,C2059445422,0.0,0.0,C266062967,9035217.74,9161159.75,0,0
132,CASH_IN,230157.95,C1372084396,8891666.77,9121824.73,C1708869658,2116981.77,1886823.81,0,0
164,CASH_OUT,181590.25,C1604775036,16877.0,0.0,C166287311,965075.32,1146665.57,0,0
207,CASH_OUT,98656.24,C1907547040,13783.15,0.0,C1095666481,5593130.89,5691787.13,0,0
188,CASH_OUT,240734.98,C522488526,0.0,0.0,C923155765,2567169.0,2807903.98,0,0
304,PAYMENT,26770.86,C1314488727,21774.89,0.0,M1312965560,0.0,0.0,0,0
400,PAYMENT,4375.89,C1012414236,0.0,0.0,M146611965,0.0,0.0,0,0
229,PAYMENT,21651.35,C1305025227,0.0,0.0,M717613408,0.0,0.0,0,0
306,PAYMENT,1097.31,C1992327841,11481.0,10383.69,M793547015,0.0,0.0,0,0
13,CASH_OUT,24640.26,C143763088,0.0,0.0,C296230320,138881.91,163522.17,0,0
277,CASH_IN,193011.57,C824511795,5659964.51,5852976.08,C1981368658,3327940.69,3134929.12,0,0
11,CASH_OUT,251490.21,C573703815,115876.31,0.0,C1908995632,1045565.39,1759730.24,0,0
203,CASH_OUT,21108.11,C24770737,631.0,0.0,C1635947466,0.0,21108.11,0,0
12,CASH_IN,279400.64,C551254610,20540081.89,20819482.54,C1161835199,446111.5,564585.85,0,0
228,CASH_IN,6224.51,C1944374204,9755021.87,9761246.38,C553432448,1419595.99,1413371.48,0,0
236,CASH_IN,41862.72,C868852943,1574775.83,1616638.55,C397731654,1220494.95,1178632.22,0,0
236,CASH_IN,122709.33,C628615404,101830.0,224539.33,C694356501,0.0,0.0,0,0
203,CASH_OUT,91639.75,C935764827,0.0,0.0,C377891332,559856.05,651495.8,0,0
372,CASH_IN,432917.35,C1561540860,189.0,433106.35,C129727599,0.0,0.0,0,0
402,PAYMENT,14950.12,C682242373,0.0,0.0,M1567957630,0.0,0.0,0,0
284,CASH_OUT,221481.7,C894200580,277191.0,55709.3,C533418187,278724.5,500206.2,0,0
19,CASH_OUT,54349.95,C425687741,0.0,0.0,C2052188480,495874.62,633346.06,0,0
12,CASH_IN,77453.95,C356307022,3160769.34,3238223.3,C1196694338,6883793.07,8456856.09,0,0
213,CASH_IN,82194.16,C1274101236,4623463.59,4705657.75,C1463294311,243334.31,161140.15,0,0
182,CASH_IN,153605.98,C1169309439,7831206.43,7984812.41,C850560174,3635345.2,3481739.21,0,0
181,CASH_OUT,132701.96,C336070974,0.0,0.0,C757976390,172636.78,305338.73,0,0
186,CASH_IN,265703.51,C1505820087,340976.93,606680.44,C1717206270,1145251.46,879547.95,0,0
255,PAYMENT,17333.39,C293657297,72875.0,55541.61,M1123563933,0.0,0.0,0,0
324,CASH_IN,89355.68,C369322363,782.0,90137.68,C397644820,133043.62,43687.94,0,0
22,CASH_IN,47247.39,C243991508,79104.0,126351.39,C986684276,0.0,0.0,0,0
17,CASH_IN,498975.89,C839754118,6695445.13,7194421.02,C670244241,2286897.54,1486515.74,0,0
132,PAYMENT,24835.91,C853118426,59922.0,35086.09,M1861682552,0.0,0.0,0,0
184,CASH_OUT,420590.01,C1578395774,65172.0,0.0,C1332347373,179918.43,600508.44,0,0
164,PAYMENT,4559.28,C509998694,22429.0,17869.72,M137704198,0.0,0.0,0,0
184,CASH_IN,180717.37,C1306901702,1885608.49,2066325.85,C790453911,588979.89,408262.53,0,0
160,CASH_OUT,110858.76,C1284726212,0.0,0.0,C1269910768,180011.64,290870.4,0,0
253,CASH_OUT,454187.43,C1550883126,149472.0,0.0,C371152829,339854.19,794041.61,0,0
308,CASH_OUT,68894.72,C558192808,41725.0,0.0,C383898342,0.0,68894.72,0,0
229,PAYMENT,21234.63,C1680518974,435477.84,414243.21,M1273924663,0.0,0.0,0,0
327,PAYMENT,7434.35,C1830235329,55273.0,47838.65,M212552548,0.0,0.0,0,0
493,CASH_IN,238372.53,C19630629,2711293.32,2949665.85,C1256421914,768190.76,529818.23,0,0
252,CASH_OUT,255975.68,C1649331221,0.0,0.0,C690620577,861060.64,1117036.32,0,0
235,CASH_OUT,5862.53,C618727168,0.0,0.0,C2096970953,24890647.21,25139556.83,0,0
133,CASH_OUT,1159010.44,C1724151856,1159010.44,0.0,C1229046559,175085.52,1334095.97,1,0
307,CASH_IN,188524.54,C948249808,83664.45,272188.99,C2034724064,992044.41,803519.87,0,0
255,CASH_OUT,269262.86,C1328553039,0.0,0.0,C498739573,742582.8,1011845.66,0,0
397,CASH_OUT,225066.13,C558489202,8377.0,0.0,C1214972946,0.0,225066.13,0,0
9,CASH_OUT,161982.84,C2022497229,0.0,0.0,C260838211,626465.92,1185434.0,0,0
